work_id,title,authors,year,publication_type,venue,volume,issue,doi,pmid,arxiv_id,ieee_doc_id,source_dbs,abstract,mri_subtype,application_task,physics_model,architecture_class,data_type,rationale
W00030,Deep supervised dictionary learning by algorithm unrolling-Application to fast 2D dynamic MR image reconstruction,"Kofler A, Pali MC, Schaeffter T, Kolbitsch C.",2023,journal,Med Phys,,,10.1002/mp.16182,36565150.0,,,PubMed,"BACKGROUND: Unrolled neural networks (NNs) have been extensively applied to  different image reconstruction problems across all imaging modalities. A key  component of the latter is that they allow for physics-informed learning of the  regularization method, which is parametrized by the NN. However, due to the lack  of understanding of deep NNs from a theoretical point of view, unrolled NNs are  still black-boxes when the regularizers are given by deep NNs, for example,  U-Nets. PURPOSE: Dictionarylearning (DL) is a well-established regularization method,  which is based on learning a transform to sparsely approximate the signals of  interest. Typically, DL-based image reconstruction either employs a dictionary,  which was pretrained on a set of patches which were extracted from ground-truth  images or a dictionary which is jointly trained during the reconstruction.  However, in both cases, the used DL-algorithms are not designed to take into  account the reconstruction problem or the underlying physical model, which  describes the imaging process. In this work, we propose a DL-algorithm based on  unrolled NNs to overcome these limitations. METHODS: We construct an unrolled NN, which corresponds to an unrolled DL-based  reconstruction algorithm and train the unrolled NN to optimize its weights, that  is, the atoms of the dictionary, by back-propagation in a supervised manner.  Further, we propose a new way to employ a 2D dictionary in the spatio-temporal  domain. We tested and evaluated the method on an accelerated cardiac cine MR  image reconstruction problem using 216/36/36 dynamic images for training,  validation, and testing and compared it to two well-known state-of-the-art  approaches for cardiac cine MRI based on deep iterative CNNs. Further, we  analyze the obtained dictionaries in terms of dictionary-coherence and structure  of the atoms. Last, we compare the reported methods in terms of stability by  applying them to an entirely different dataset consisting of 49 different  test images. RESULTS: The investigated physics-informed DL-approach yields significantly more  accurate reconstructions compared to the DL-method, which uses dictionaries  obtained by decoupled pretraining, thereby providing an improvement of up to  4.90 dB in terms of PSNR and 5% in terms of SSIM. Further, the proposed  spatio-temporal 2D dictionary outperforms the 1D and 3D dictionaries by  preventing smoothing of image details while still accurately removing  undersampling artifacts and noise resulting in an increase of up to 1.10 dB in  terms of PSNR and 4% in terms of SSIM. Although being surpassed by the CNNs on  the first dataset, the proposed NNs-based DL method is more stable compared to  the latter approach and yields comparable results on the second dataset. Last,  it has the advantage of being entirely interpretable in each component. CONCLUSIONS: The presented physics-informed NN can be used as training algorithm  for a classical and interpretable data-driven regularization method based on a  learned dictionary, which can then not only be linked to the considered data but  also to the reconstruction method that the NN defines.",reconstruction,reconstruction,Bloch,unrolled,in_vivo_volunteers,Unrolled supervised dictionary learning network incorporates physics-based data consistency for cine MRI reconstruction.
W00031,Quantitative analysis of molecular transport in the extracellular space using physics-informed neural network,"Xie J, Li H, Su S, Cheng J, Cai Q, Tan H, Zu L, Qu X, Han H.",2024,journal,Comput Biol Med,,,10.1016/j.compbiomed.2024.108133,38364661.0,,,PubMed,"The brain extracellular space (ECS), an irregular, extremely tortuous nanoscale  space located between cells or between cells and blood vessels, is crucial for  nerve cell survival. It plays a pivotal role in high-level brain functions such  as memory, emotion, and sensation. However, the specific form of molecular  transport within the ECS remain elusive. To address this challenge, this paper  proposes a novel approach to quantitatively analyze the molecular transport  within the ECS by solving an inverse problem derived from the  advection-diffusion equation (ADE) using a physics-informed neural network  (PINN). PINN provides a streamlined solution to the ADE without the need for  intricate mathematical formulations or grid settings. Additionally, the  optimization of PINN facilitates the automatic computation of the diffusion  coefficient governing long-term molecule transport and the velocity of molecules  driven by advection. Consequently, the proposed method allows for the  quantitative analysis and identification of the specific pattern of molecular  transport within the ECS through the calculation of the Péclet number.  Experimental validation on two datasets of magnetic resonance images (MRIs)  captured at different time points showcases the effectiveness of the proposed  method. Notably, our simulations reveal identical molecular transport patterns  between datasets representing rats with tracer injected into the same brain  region. These findings highlight the potential of PINN as a promising tool for  comprehensively exploring molecular transport within the ECS.",diffusion,parameter_mapping,diffusion,PINN_MLP,in_vivo_patients,PINN solves advection-diffusion inverse problem for molecular transport in brain ECS.
W00032,"Cerebrovascular super-resolution 4D Flow MRI - Sequential combination of resolution enhancement by deep learning and physics-informed image processing to non-invasively quantify intracranial velocity, flow, and relative pressure","Ferdian E, Marlevi D, Schollenberger J, Aristova M, Edelman ER, Schnell S, Figueroa CA, Nordsletten DA, Young AA.",2023,journal,Med Image Anal,,,10.1016/j.media.2023.102831,37244143.0,,,PubMed,"The development of cerebrovascular disease is tightly coupled to regional  changes in intracranial flow and relative pressure. Image-based assessment using  phase contrast magnetic resonance imaging has particular promise for  non-invasive full-field mapping of cerebrovascular hemodynamics. However,  estimations are complicated by the narrow and tortuous intracranial vasculature,  with accurate image-based quantification directly dependent on sufficient  spatial resolution. Further, extended scan times are required for  high-resolution acquisitions, and most clinical acquisitions are performed at  comparably low resolution (>1 mm) where biases have been observed with regard to  the quantification of both flow and relative pressure. The aim of our study was  to develop an approach for quantitative intracranial super-resolution 4D Flow  MRI, with effective resolution enhancement achieved by a dedicated deep residual  network, and with accurate quantification of functional relative pressures  achieved by subsequent physics-informed image processing. To achieve this, our  two-step approach was trained and validated in a patient-specific in-silico  cohort, showing good accuracy in estimating velocity (relative error:  15.0 ± 0.1%, mean absolute error (MAE): 0.07 ± 0.06 m/s, and cosine similarity:  0.99 ± 0.06 at peak velocity) and flow (relative error: 6.6 ± 4.7%, root mean  square error (RMSE): 0.56 mL/s at peak flow), and with the coupled  physics-informed image analysis allowing for maintained recovery of functional  relative pressure throughout the circle of Willis (relative error: 11.0 ± 7.3%,  RMSE: 0.3 ± 0.2 mmHg). Furthermore, the quantitative super-resolution approach  is applied to an in-vivo volunteer cohort, effectively generating intracranial  flow images at <0.5 mm resolution and showing reduced low-resolution bias in  relative pressure estimation. Our work thus presents a promising two-step  approach to non-invasively quantify cerebrovascular hemodynamics, being  applicable to dedicated clinical cohorts in the future.",4D_flow,flow_estimation,Navier_Stokes,physics_CNN_UNet,mix,Super-resolution 4D Flow MRI using deep learning coupled with physics-informed pressure estimation.
W00033,Fat-water MRI separation using deep complex convolution network,"Ganeshkumar M, Kandasamy D, Sharma R, Mehndiratta A.",2025,journal,MAGMA,,,10.1007/s10334-025-01268-w,40608268.0,,,PubMed,"OBJECTIVE: Deep complex convolutional networks (DCCNs) utilize complex-valued  convolutions and can process complex-valued MRI signals directly without  splitting them into two real-valued magnitude and phase components. The  performance of DCCN and real-valued U-Net is thoroughly investigated in the  physics-informed subject-specific ad-hoc reconstruction method for fat-water  separation and is compared against a widely used reference approach. MATERIALS AND METHODS: A comprehensive test dataset (n = 33) was used for  performance analysis. The 2012 ISMRM fat-water separation workshop dataset  containing 28 batches of multi-echo MRIs with 3-15 echoes from the abdomen,  thigh, knee, and phantoms, acquired with 1.5 T and 3 T scanners were used.  Additionally, five MAFLD patients multi-echo MRIs acquired from our clinical  radiology department were also used. RESULTS: The quantitative results demonstrated that DCCN produced fat-water maps  with better normalized RMS error and structural similarity index with the  reference approach, compared to real-valued U-Nets in the ad-hoc reconstruction  method for fat-water separation. The DCCN achieved an overall average SSIM of  0.847 ± 0.069 and 0.861 ± 0.078 in generating fat and water maps, respectively,  in contrast the U-Net achieved only 0.653 ± 0.166 and 0.729 ± 0.134. The average  liver PDFF from DCCN achieved a correlation coefficient R of 0.847 with the  reference approach. ",reconstruction,reconstruction,Bloch,physics_CNN_UNet,mix,Deep complex convolution network for fat-water separation compared in ad-hoc physics reconstruction.
W00034,Myo-regressor Deep Informed Neural NetwOrk (Myo-DINO) for fast MR parameters mapping in neuromuscular disorders,"Barzaghi L, Brero F, Cabini RF, Paoletti M, Monforte M, Lizzi F, Santini F, Deligianni X, Bergsland N, Ravaglia S, Cavagna L, Diamanti L, Bonizzoni C, Lascialfari A, Figini S, Ricci E, Postuma I, Pichiecchio A.",2024,journal,Comput Methods Programs Biomed,,,10.1016/j.cmpb.2024.108399,39236561.0,,,PubMed,"Magnetic Resonance (MR) parameters mapping in muscle Magnetic Resonance Imaging  (mMRI) is predominantly performed using pattern recognition-based algorithms,  which are characterised by high computational costs and scalability issues in  the context of multi-parametric mapping. Deep Learning (DL) has been  demonstrated to be a robust and efficient method for rapid MR parameters  mapping. However, its application in mMRI domain to investigate Neuromuscular  Disorders (NMDs) has not yet been explored. In addition, data-driven DL models  suffered in interpretation and explainability of the learning process. We  developed a Physics Informed Neural Network called Myo-Regressor Deep Informed  Neural NetwOrk (Myo-DINO) for efficient and explainable Fat Fraction (FF),  water-T2 (wT2) and B1 mapping from a cohort of NMDs.A total of 2165 slices (232  subjects) from Multi-Echo Spin Echo (MESE) images were selected as the input  dataset for which FF, wT2,B1 ground truth maps were computed using the MyoQMRI  toolbox. This toolbox exploits the Extended Phase Graph (EPG) theory with a  two-component model (water and fat signal) and slice profile to simulate the  signal evolution in the MESE framework. A customized U-Net architecture was  implemented as the Myo-DINO architecture. The squared L2 norm loss was  complemented by two distinct physics models to define two 'Physics-Informed'  loss functions: Cycling Loss 1 embedded a mono-exponential model to describe the  relaxation of water protons, while Cycling Loss 2 incorporated the EPG theory  with slice profile to model the magnetization dephasing under the effect of  gradients and RF pulses. The Myo-DINO was trained with the hyperparameter value  of the 'Physics-Informed' component held constant, i.e. λmodel = 1, while  different hyperparameter values (λcnn) were applied to the squared L2 norm  component in both the cycling loss. In particular, hard (λcnn=10), normal  (λcnn=1) and self-supervised (λcnn=0) constraints were applied to gradually  decrease the impact of the squared L2 norm component on the 'Physics Informed'  term during the Myo-DINO training process. Myo-DINO achieved higher performance  with Cycling Loss 2 for FF, wT2 and B1 prediction. In particular, high  reconstruction similarity and quality (Structural Similarity Index > 0.92, Peak  Signal to Noise ratio > 30.0 db) and small reconstruction error (Normalized Root  Mean Squared Error < 0.038) to the reference maps were shown with  self-supervised weighting of the Cycling Loss 2. In addition muscle-wise FF, wT2  and B1 predicted values showed good agreement with the reference values. The  Myo-DINO has been demonstrated to be a robust and efficient workflow for MR  parameters mapping in the context of mMRI. This provides preliminary evidence  that it can be an effective alternative to the reference post-processing  algorithm. In addition, our results demonstrate that Cycling Loss 2, which  incorporates the Extended Phase Graph (EPG) model, provides the most robust and  relevant physical constraints for Myo-DINO in this multi-parameter regression  task. The use of Cycling Loss 2 with self-supervised constraint improved the  explainability of the learning process because the network acquired domain  knowledge solely in accordance with the assumptions of the EPG model.",qMRI_relaxometry,parameter_mapping,Bloch,physics_CNN_UNet,in_vivo_patients,Myo-DINO uses EPG-based loss for T2/Fat Fraction mapping in neuromuscular disorders.
W00036,Improved unsupervised physics-informed deep learning for intravoxel incoherent motion modeling and evaluation in pancreatic cancer patients,"Kaandorp MPT, Barbieri S, Klaassen R, van Laarhoven HWM, Crezee H, While PT, Nederveen AJ, Gurney-Champion OJ.",2021,journal,Magn Reson Med,,,10.1002/mrm.28852,34105184.0,,,PubMed,"PURPOSE: Earlier work showed that IVIM-NETorig , an unsupervised  physics-informed deep neural network, was faster and more accurate than other  state-of-the-art intravoxel-incoherent motion (IVIM) fitting approaches to  diffusion-weighted imaging (DWI). This study presents a substantially improved  version, IVIM-NEToptim , and characterizes its superior performance in  pancreatic cancer patients. METHOD: In simulations (signal-to-noise ratio [SNR] = 20), the accuracy,  independence, and consistency of IVIM-NET were evaluated for combinations of  hyperparameters (fit S0, constraints, network architecture, number of hidden  layers, dropout, batch normalization, learning rate), by calculating the  normalized root-mean-square error (NRMSE), Spearman's ρ, and the coefficient of  variation (CVNET ), respectively. The best performing network, IVIM-NEToptim was  compared to least squares (LS) and a Bayesian approach at different SNRs.  IVIM-NEToptim 's performance was evaluated in an independent dataset of 23  patients with pancreatic ductal adenocarcinoma. Fourteen of the patients  received no treatment between two repeated scan sessions and nine received  chemoradiotherapy between the repeated sessions. Intersession within-subject  standard deviations (wSD) and treatment-induced changes were assessed. RESULTS: In simulations (SNR = 20), IVIM-NEToptim outperformed IVIM-NETorig in  accuracy (NRMSE(D) = 0.177 vs 0.196; NMRSE(f) = 0.220 vs 0.267; NMRSE(D*) =  0.386 vs 0.393), independence (ρ(D*, f) = 0.22 vs 0.74), and consistency (CVNET  (D) = 0.013 vs 0.104; CVNET (f) = 0.020 vs 0.054; CVNET (D*) = 0.036 vs 0.110).  IVIM-NEToptim showed superior performance to the LS and Bayesian approaches at  SNRs < 50. In vivo, IVIM-NEToptim showed significantly less noisy parameter maps  with lower wSD for D and f than the alternatives. In the treated cohort,  IVIM-NEToptim detected the most individual patients with significant parameter  changes compared to day-to-day variations. CONCLUSION: IVIM-NEToptim is recommended for accurate, informative, and  consistent IVIM fitting to DWI data.",diffusion,parameter_mapping,diffusion,physics_CNN_UNet,mix,IVIM-NET is unsupervised physics-informed network with diffusion signal model loss for IVIM parameter fitting in pancreatic cancer diffusion MRI.
W00037,Enhanced parameter estimation in multiparametric arterial spin labeling using artificial neural networks,"Ishida S, Fujiwara Y, Matta Y, Takei N, Kanamoto M, Kimura H, Tsujikawa T.",2024,journal,Magn Reson Med,,,10.1002/mrm.30184,38852172.0,,,PubMed,"PURPOSE: Multiparametric arterial spin labeling (MP-ASL) can quantify cerebral  blood flow (CBF) and arterial cerebral blood volume (CBVa). However, its  accuracy is compromised owing to its intrinsically low SNR, necessitating  complex and time-consuming parameter estimation. Deep neural networks (DNNs)  offer a solution to these limitations. Therefore, we aimed to develop  simulation-based DNNs for MP-ASL and compared the performance of a supervised  DNN (DNNSup), physics-informed unsupervised DNN (DNNUns), and the conventional  lookup table method (LUT) using simulation and in vivo data. METHODS: MP-ASL was performed twice during resting state and once during the  breath-holding task. First, the accuracy and noise immunity were evaluated in  the first resting state. Second, CBF and CBVa values were statistically compared  between the first resting state and the breath-holding task using the Wilcoxon  signed-rank test and Cliff's delta. Finally, reproducibility of the two resting  states was assessed. RESULTS: Simulation and first resting-state analyses demonstrated that DNNSup  had higher accuracy, noise immunity, and a six-fold faster computation time than  LUT. Furthermore, all methods detected task-induced CBF and CBVa elevations,  with the effect size being larger with the DNNSup (CBF, p = 0.055, Δ = 0.286;  CBVa, p = 0.008, Δ = 0.964) and DNNUns (CBF, p = 0.039, Δ = 0.286; CBVa,  p = 0.008, Δ = 1.000) than that with LUT (CBF, p = 0.109, Δ = 0.214; CBVa,  p = 0.008, Δ = 0.929). Moreover, all the methods exhibited comparable and  satisfactory reproducibility. CONCLUSION: DNNSup outperforms DNNUns and LUT with respect to estimation  performance and computation time.",perfusion,perfusion_quantification,tracer_kinetics,unrolled,mix,"Physics-informed DNNs for multiparametric ASL CBF/ATT estimation using lookup table physics regularization, validated on phantoms and in vivo."
W00038,Physics-Informed DeepMRI: k-Space Interpolation Meets Heat Diffusion,"Cui ZX, Liu C, Fan X, Cao C, Cheng J, Zhu Q, Liu Y, Jia S, Wang H, Zhu Y, Zhou Y, Zhang J, Liu Q, Liang D.",2024,journal,IEEE Trans Med Imaging,,,10.1109/tmi.2024.3462988,39292579.0,,,PubMed,"Recently, diffusion models have shown considerable promise for MRI  reconstruction. However, extensive experimentation has revealed that these  models are prone to generating artifacts due to the inherent randomness involved  in generating images from pure noise. To achieve more controlled image  reconstruction, we reexamine the concept of interpolatable physical priors in  k-space data, focusing specifically on the interpolation of high-frequency (HF)  k-space data from low-frequency (LF) k-space data. Broadly, this insight drives  a shift in the generation paradigm from random noise to a more deterministic  approach grounded in the existing LF k-space data. Building on this, we first  establish a relationship between the interpolation of HF k-space data from LF  k-space data and the reverse heat diffusion process, providing a fundamental  framework for designing diffusion models that generate missing HF data. To  further improve reconstruction accuracy, we integrate a traditional  physics-informed k-space interpolation model into our diffusion framework as a  data fidelity term. Experimental validation using publicly available datasets  demonstrates that our approach significantly surpasses traditional k-space  interpolation methods, deep learning-based k-space interpolation techniques, and  conventional diffusion models, particularly in HF regions. Finally, we assess  the generalization performance of our model across various out-of-distribution  datasets. Our code are available at https://github.com/ZhuoxuCui/Heat-Diffusion.",reconstruction,reconstruction,diffusion,physics_CNN_UNet,mix,Physics-informed heat diffusion prior embedded in U-Net-like network for k-space interpolation and MRI reconstruction.
W00040,Classifying Alzheimer's Disease Using a Finite Basis Physics Neural Network,"Dhavamani L, Joshi SV, Kothapalli PKV, Elangovan M, Putchanuthala RB, Senthamil Selvan R.",2025,journal,Microsc Res Tech,,,10.1002/jemt.24727,39704389.0,,,PubMed,"The disease amyloid plaques, neurofibrillary tangles, synaptic dysfunction, and  neuronal death gradually accumulate throughout Alzheimer's disease (AD),  resulting in cognitive decline and functional disability. The challenges of  dataset quality, interpretability, ethical integration, population variety, and  picture standardization must be addressed using deep learning for the functional  magnetic resonance imaging (MRI) classification of AD in order to guarantee a  trustworthy and practical therapeutic application. In this manuscript  Classifying AD using a finite basis physics neural network (CAD-FBPINN) is  proposed. Initially, images are collected from AD Neuroimaging Initiative (ADNI)  dataset. The images are fed to Pre-processing segment. During the preprocessing  phase the reverse lognormal Kalman filter (RLKF) is used to enhance the input  images. Then the preprocessed images are given to the feature extraction  process. Feature extraction is done by Newton-time-extracting wavelet transform  (NTEWT), which is used to extract the statistical features such as the mean,  kurtosis, and skewness. Finally the features extracted are given to FBPINNs for  Classifying AD such as early mild cognitive impairment (EMCI), AD, mild  cognitive impairment (MCI), late mild cognitive impairment (LMCI), normal  control (NC), and subjective memory complaints (SMCs). In General, FBPINN does  not express adapting optimization strategies to determine optimal factors to  ensure correct AD classification. Hence, sea-horse optimization algorithm (SHOA)  to optimize FBPINN, which accurately classifies AD. The proposed technique  implemented in python and efficacy of the CAD-FBPINN technique is assessed with  support of numerous performances like accuracy, precision, Recall, F1-score,  specificity and negative predictive value (NPV) is analyzed. Proposed CAD-FBPINN  method attain 30.53%, 23.34%, and 32.64% higher accuracy; 20.53%, 25.34%, and  29.64% higher precision; 20.53%, 25.34%, and 29.64% higher NP values analyzed  with the existing for Classifying AD Stages through Brain Modifications using  FBPINNs Optimized with sea-horse optimizer. Then, the effectiveness of the  CAD-FBPINN technique is compared to other methods that are currently in use,  such as AD diagnosis and classification using a convolution neural network  algorithm (DC-AD-AlexNet), Predicting diagnosis 4 years before Alzheimer's  disease incident (PDP-ADI-GCNN), and Using the DC-AD-AlexNet convolution neural  network algorithm, diagnose and classify AD.",fMRI,connectivity,generic_PDE,PINN_MLP,in_vivo_patients,Finite Basis Physics Neural Network solves brain dynamics ODEs for Alzheimer's classification from resting-state fMRI.
W00041,Flexible and cost-effective deep learning for accelerated multi-parametric relaxometry using phase-cycled bSSFP,"Birk F, Mahler L, Steiglechner J, Wang Q, Scheffler K, Heule R.",2025,journal,Sci Rep,,,10.1038/s41598-025-88579-z,39924554.0,,,PubMed,"To accelerate the clinical adoption of quantitative magnetic resonance imaging  (qMRI), frameworks are needed that not only allow for rapid acquisition, but  also flexibility, cost efficiency, and high accuracy in parameter mapping. In  this study, feed-forward deep neural network (DNN)- and iterative fitting-based  frameworks are compared for multi-parametric (MP) relaxometry based on  phase-cycled balanced steady-state free precession (pc-bSSFP) imaging. The  performance of supervised DNNs (SVNN), self-supervised physics-informed DNNs  (PINN), and an iterative fitting framework termed motion-insensitive rapid  configuration relaxometry (MIRACLE) was evaluated in silico and in vivo in brain  tissue of healthy subjects, including Monte Carlo sampling to simulate noise.  DNNs were trained on three distinct in silico parameter distributions and at  different signal-to-noise-ratios. The PINN framework, which incorporates  physical knowledge into the training process, ensured more consistent inference  and increased robustness to training data distribution compared to the SVNN.  Furthermore, DNNs utilizing the full information of the underlying  complex-valued MR data demonstrated ability to accelerate the data acquisition  by a factor of 3. Whole-brain relaxometry using DNNs proved to be effective and  adaptive, suggesting the potential for low-cost DNN retraining. This work  emphasizes the advantages of in silico DNN MP-qMRI pipelines for rapid data  generation and DNN training without extensive dictionary generation, long  parameter inference times, or prolonged data acquisition, highlighting the  flexible and rapid nature of lightweight machine learning applications for  MP-qMRI.",qMRI_relaxometry,parameter_mapping,Bloch,PINN_MLP,mix,Self-supervised PINN for phase-cycled bSSFP relaxometry compared to supervised methods.
W00042,Physics-Informed Autoencoder for Prostate Tissue Microstructure Profiling with Hybrid Multidimensional MRI,"Gundogdu B, Chatterjee A, Medved M, Bagci U, Karczmar GS, Oto A.",2025,journal,Radiol Artif Intell,,,10.1148/ryai.240167,39907585.0,,,PubMed,"Purpose To evaluate the performance of Physics-Informed Autoencoder (PIA), a  self-supervised deep learning model, in measuring tissue-based biomarkers for  prostate cancer (PCa) using hybrid multidimensional MRI. Materials and Methods  This retrospective study introduces PIA, an emerging self-supervised deep  learning model that integrates a three-compartment diffusion-relaxation model  with hybrid multidimensional MRI. PIA was trained to encode the biophysical  model into a deep neural network to predict measurements of tissue-specific  biomarkers for PCa without extensive training data requirements. Comprehensive  in silico and in vivo experiments, using histopathology measurements as the  reference standard, were conducted to validate the model's efficacy in  comparison to the traditional nonlinear least squares (NLLS) algorithm. PIA's  robustness to noise was tested in in silico experiments with varying  signal-to-noise ratio (SNR) conditions, and in vivo performance for estimating  volume fractions was evaluated in 21 patients (mean age, 60 years ± 6.6 [SD];  all male) with PCa (71 regions of interest). Evaluation metrics included the  intraclass correlation coefficient (ICC) and Pearson correlation coefficient.  Results PIA predicted the reference standard tissue parameters with high  accuracy, outperforming conventional NLLS methods, especially under noisy  conditions (rs = 0.80 vs 0.65, P < .001 for epithelium volume at SNR of 20:1).  In in vivo validation, PIA's noninvasive volume fraction estimates matched  quantitative histology (ICC, 0.94, 0.85, and 0.92 for epithelium, stroma, and  lumen compartments, respectively; P < .001 for all). PIA's measurements strongly  correlated with PCa aggressiveness (r = 0.75, P < .001). Furthermore, PIA ran  10 000 faster than NLLS (0.18 second vs 40 minutes per image). Conclusion PIA  provided accurate prostate tissue biomarker measurements from MRI data with  better robustness to noise and computational efficiency compared with the NLLS  algorithm. The results demonstrate the potential of PIA as an accurate,  noninvasive, and explainable artificial intelligence method for PCa detection.  Keywords: Prostate, Stacked Auto-Encoders, Tissue Characterization,  MR-Diffusion-weighted Imaging Supplemental material is available for this  article. ©RSNA, 2025 See also commentary by Adams and Bressem in this issue.",diffusion,parameter_mapping,diffusion,autoencoder,mix,Physics-Informed Autoencoder (PIA) for prostate microstructure profiling using hybrid MRI.
W00043,A Physics-Informed Deep Learning Deformable Medical Image Registration Method Based on Neural ODEs,"Amiri-Hezaveh A, Tan S, Deng Q, Umulis D, Cunniff L, Weickenmeier J, Buganza Tepole A.",2025,journal,Int J Comput Vis,,,10.1007/s11263-025-02476-6,40937462.0,,,PubMed,"An unsupervised machine learning method is introduced to align medical images in  the context of the large deformation elasticity coupled with growth and  remodeling biophysics. The technique, which stems from the principle of minimum  potential energy in solid mechanics, consists of two steps: Firstly, in the  predictor step, the geometric registration is achieved by minimizing a loss  function composed of a dissimilarity measure and a regularizing term. Secondly,  the physics of the problem, including the equilibrium equations along with  growth mechanics, are enforced in a corrector step by minimizing the potential  energy corresponding to a Dirichlet problem, where the predictor solution  defines the boundary condition and is maintained by distance functions. The  features of the new solution procedure, as well as the nature of the  registration problem, are highlighted by considering several examples. In  particular, registration problems containing large non-uniform deformations  caused by extension, shearing, and bending of multiply-connected regions are  used as benchmarks. In addition, we analyzed a benchmark biological example  (registration for brain data) to showcase that the new deep learning method  competes with available methods in the literature. We then applied the method to  various datasets. First, we analyze the regrowth of the zebrafish embryonic fin  from confocal imaging data. Next, we evaluate the quality of the solution  procedure for two examples related to the brain. For one, we apply the new  method for 3D image registration of longitudinal magnetic resonance images of  the brain to assess cerebral atrophy, where a first-order ODE describes the  volume loss mechanism. For the other, we explore cortical expansion during early  fetal brain development by coupling the elastic deformation with morphogenetic  growth dynamics. The method and examples show the ability of our framework to  attain high-quality registration and, concurrently, solve large deformation  elasticity balance equations and growth and remodeling dynamics.",other_MRI,motion_registration,elasticity,autoencoder,mix,Neural ODEs with linear elasticity constraints in latent space for deformable registration of brain MRI and other modalities.
W00044,A physics-informed deep learning model for MRI brain motion correction,"Safari M, Wang S, Eidex Z, Qiu RLJ, Chang CW, Yu DS, Yang X.",2025,journal,Med Phys,,,10.1002/mp.70197,41395855.0,,,PubMed,"BACKGROUND: Magnetic resonance imaging (MRI) is an essential brain imaging tool,  but its long acquisition times make it highly susceptible to motion artifacts  that can degrade diagnostic quality. PURPOSE: This work aims to develop and evaluate a novel physics-informed motion  correction network, termed PI-MoCoNet, which leverages complementary information  from both the spatial and k-space domains. The primary goal is to robustly  remove motion artifacts from high-resolution brain MRI images without explicit  motion parameter estimation, thereby preserving image fidelity and enhancing  diagnostic reliability. MATERIALS AND METHODS: PI-MoCoNet is designed as a dual-network framework  consisting of a motion detection network and a motion correction network. The  motion detection network employs a U-net architecture to identify corrupted  k-space lines using a spatial averaging module, thereby reducing prediction  uncertainty. The correction network, inspired by recent advances in U-net  architectures and incorporating Swin Transformer blocks, reconstructs  motion-corrected images by leveraging three loss components: the reconstruction  loss ( L1 ), a learned perceptual image patch similarity (LPIPS) loss, and a  data consistency loss ( Ldc ) that enforces fidelity in the k-space domain.  Realistic motion artifacts were simulated by perturbing phase encoding lines  with random rigid transformations. The method was evaluated on two public  datasets (IXI and MR-ART). Comparative assessments were made against baseline  models, including Pix2Pix GAN, CycleGAN, and a conventional U-net, using  quantitative metrics such as peak signal-to-noise ratio(PSNR), structural  similarity index measure (SSIM), and normalized mean square error (NMSE). RESULTS: PI-MoCoNet demonstrated significant improvements over competing methods  across all levels of motion artifacts. On the IXI dataset, for minor motion  artifacts, PSNR improved from 34.15 dB in the motion-corrupted images to 45.95  dB after correction, SSIM increased from 0.87 to 1.00, and NMSE was reduced from  0.55% to 0.04%. For moderate artifacts, PSNR increased from 30.23 to 42.16 dB,  SSIM from 0.80 to 0.99, and NMSE from 1.32% to 0.09%. In the case of heavy  artifacts, PSNR improved from 27.99 to 36.01 dB, SSIM from 0.75 to 0.97, and  NMSE decreased from 2.21% to 0.36%. On the MR-ART dataset, PSNR values increased  from 23.15 to 33.01 dB for low artifact levels and from 21.23 to 31.72 dB for  high artifact levels; concurrently, SSIM improved from 0.72 to 0.87 and from  0.63 to 0.83, while NMSE decreased from 10.08% to 6.24% and from 14.77% to  8.32%, respectively. An ablation study further confirmed that incorporating both  data consistency and perceptual losses led to an approximate 1 dB gain in PSNR  and a reduction of 0.17% in NMSE compared to using the reconstruction loss  alone. CONCLUSIONS: PI-MoCoNet is a robust, physics-informed framework for mitigating  brain motion artifacts in MRI. By successfully integrating spatial and k-space  information, it enhances image quality and reduces the likelihood of repeat  imaging sessions due to motion-induced degradation. Its superior performance  compared to existing methods underscores its clinical applicability, especially  in scenarios where patient motion is inevitable, thus improving patient comfort,  diagnostic reliability, and overall treatment planning efficiency.",reconstruction,reconstruction,Bloch,physics_CNN_UNet,mix,PI-MoCoNet uses physics-informed spatial/k-space consistency losses for motion artifact correction in dynamic MRI.
